PUBLICATION_DATE,UID,SITE_ID,DATE_COL,YEAR,VISIT_NO,STUDY,PSTL_CODE,INDEX_NCCA15,NCCA_REG,LAB,BATCH_ID,ANALYTE,DATE_ANALYZED,DATE_RECEIVED,LAB_SAMPLE_ID,LRL,MDL,METHOD,NARS_FLAG,NARS_COMMENT,RESULT,RESULT_UNITS,SAMPLE_ID
4/29/2021,170640,GLNS15-1256,29-Jun-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,LACH 2704,SILICA,7/14/2015,7/1/2015,,0.32,0.1,USGS I 2700-85,,,1.85,MG/L,776042
4/29/2021,170640,GLNS15-1256,29-Jun-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,LACH 2724,NITRATE_N,7/21/2015,7/1/2015,,0.061,0.019,EPA 353.2,,,0.069,MG N/L,776042
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150709.1,CHLA,7/9/2015,7/2/2015,1520104,,0.09,,,,7.74,UG/L,780921
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150707.1,CHLORIDE,7/7/2015,7/2/2015,1520104,,0.002,,,,25.196,MG/L,780922
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150702.1,PH,7/2/2015,7/2/2015,1520104,,,,,,8.31,STD. UNITS,780920
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150702.1,COND,7/2/2015,7/2/2015,1520104,,,,,,326.5,US/CM AT 25 C,780920
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150707.1,NITRATE_N,7/7/2015,7/2/2015,1520104,,,,,,0.016,MG N/L,780922
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,AMMONIA_N,7/8/2015,7/2/2015,1520104,,0.003,,,,0.007,MG N/L,780922
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150707.1,NITRITE_N,7/7/2015,7/2/2015,1520104,,,,,,0.002,MG N/L,780922
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,SRP,7/8/2015,7/2/2015,1520104,,0.0012,,,,0.008587,MG P/L,780922
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.025,MG/L,
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150707.1,SULFATE,7/7/2015,7/2/2015,1520104,,0.003,,,,20.465,MG/L,780922
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150713.2,NTL,7/13/2015,7/2/2015,1520104,,0.002,,,,0.366,MG/L,780920
4/29/2021,170660,GLBA15-3260,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150713.2,PTL,7/13/2015,7/2/2015,1520104,,9.00E-04,,,,2.13E-02,MG/L,780920
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150702.1,COND,7/2/2015,7/2/2015,1520103,,,,,,326.5,US/CM AT 25 C,780900
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150713.2,PTL,7/13/2015,7/2/2015,1520103,,9.00E-04,,,,0.0385,MG/L,780900
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150702.1,PH,7/2/2015,7/2/2015,1520103,,,,,,8.34,STD. UNITS,780900
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150707.1,NITRITE_N,7/7/2015,7/2/2015,1520103,,,,,,0.002,MG N/L,780902
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.023,MG/L,
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,AMMONIA_N,7/8/2015,7/2/2015,1520103,,0.003,,,,0.008,MG N/L,780902
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150707.1,SULFATE,7/7/2015,7/2/2015,1520103,,0.003,,,,20.63,MG/L,780902
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150709.1,CHLA,7/9/2015,7/2/2015,1520103,,0.09,,,,27.6,UG/L,780901
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150707.1,NITRATE_N,7/7/2015,7/2/2015,1520103,,,,,,0.013,MG N/L,780902
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150707.1,CHLORIDE,7/7/2015,7/2/2015,1520103,,0.002,,,,25.173,MG/L,780902
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,SRP,7/8/2015,7/2/2015,1520103,,0.0012,,,,0.010648,MG P/L,780902
4/29/2021,170690,GLBA15-1045,1-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150713.2,NTL,7/13/2015,7/2/2015,1520103,,0.002,,,,0.425,MG/L,780900
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150713.2,PTL,7/13/2015,7/3/2015,1520105,,9.00E-04,,,,0.0111,MG/L,777040
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150707.1,SULFATE,7/7/2015,7/3/2015,1520105,,0.003,,,,22.145,MG/L,777042
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150703.1,PH,7/3/2015,7/3/2015,1520105,,,,,,8.11,STD. UNITS,777040
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.25,MG/L,
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150709.1,CHLA,7/9/2015,7/3/2015,1520105,,0.09,,,,0.23,UG/L,777041
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150708.1,AMMONIA_N,7/8/2015,7/3/2015,1520105,,0.003,,,,0.005,MG N/L,777042
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150708.1,SRP,7/8/2015,7/3/2015,1520105,,0.0012,,,,0.008635,MG P/L,777042
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150707.1,CHLORIDE,7/7/2015,7/3/2015,1520105,,0.002,,,,12.109,MG/L,777042
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150707.1,NITRITE_N,7/7/2015,7/3/2015,1520105,,,,,,0.003,MG N/L,777042
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150713.2,NTL,7/13/2015,7/3/2015,1520105,,0.002,,,,0.423,MG/L,777040
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150703.1,COND,7/3/2015,7/3/2015,1520105,,,,,,282.2,US/CM AT 25 C,777040
4/29/2021,170840,GLBA15-3265,2-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150707.1,NITRATE_N,7/7/2015,7/3/2015,1520105,,,,,,0.242,MG N/L,777042
4/29/2021,170890,GLNS15-1344,21-Aug-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,LACH 2891,SILICA,9/15/2015,8/24/2015,,0.32,0.1,USGS I 2700-85,,,2.18,MG/L,778942
4/29/2021,170890,GLNS15-1344,21-Aug-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,LACH 2880,AMMONIA_N,9/10/2015,8/24/2015,,0.048,0.015,EPA 350.1,ND,,,,778942
4/29/2021,170890,GLNS15-1344,21-Aug-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,LACH 2890,NTL,9/14/2015,8/24/2015,213175004,0.1,0.03,EPA 353.2,,,0.352,MG/L,778940
4/29/2021,170890,GLNS15-1344,21-Aug-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,SPEC 1672,SRP,8/26/2015,8/24/2015,,0.006,0.002,SM 4500-PE,,,0.004,MG P/L,778942
4/29/2021,170890,GLNS15-1344,21-Aug-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,CHL 1086,CHLA,9/1/2015,8/24/2015,213175008,0.35,0.1,EPA 445.0,Q,Improper filter used.,1.58,UG/L,778941
4/29/2021,170890,GLNS15-1344,21-Aug-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.255,MG/L,
4/29/2021,170890,GLNS15-1344,21-Aug-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,LACH 2880,NITRATE_N,9/10/2015,8/24/2015,,0.061,0.019,EPA 353.2,,,0.247,MG N/L,778942
4/29/2021,170890,GLNS15-1344,21-Aug-15,2015,1,NearShorePlusBays,WI,Y,Great Lakes,WSLH,LACH 2852,PTL,9/14/2015,8/24/2015,213175004,0.015,0.005,EPA 365.1,"Q, L",Matrix spike exceeded qc limits by 5%,0.00502,MG/L,778940
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150710.2,AMMONIA_N,7/10/2015,7/7/2015,1520111,,0.003,,ND,,,,778062
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150715.1,PTL,7/15/2015,7/7/2015,1520111,,9.00E-04,,,,0.0349,MG/L,778060
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150710.1,SRP,7/10/2015,7/7/2015,1520111,,0.0012,,,,0.008587,MG P/L,778062
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.439,MG/L,
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150710.1,NITRITE_N,7/10/2015,7/7/2015,1520111,,,,,,0.031,MG N/L,778062
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150710.1,NITRATE_N,7/10/2015,7/7/2015,1520111,,,,,,0.406,MG N/L,778062
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150713.1,CHLA,7/13/2015,7/7/2015,1520111,,0.09,,,,22.62,UG/L,778061
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150707.1,COND,7/7/2015,7/7/2015,1520111,,,,,,295.1,US/CM AT 25 C,778060
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150715.1,NTL,7/15/2015,7/7/2015,1520111,,0.002,,,,0.859,MG/L,778060
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150710.1,CHLORIDE,7/10/2015,7/7/2015,1520111,,0.002,,,,22.083,MG/L,778062
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150707.1,PH,7/7/2015,7/7/2015,1520111,,,,,,8.24,STD. UNITS,778060
4/29/2021,171010,GLNS15-2147,6-Jul-15,2015,1,NearShorePlusBays,OH,Y,Great Lakes,WRS,150710.1,SULFATE,7/10/2015,7/7/2015,1520111,,0.003,,,,21.366,MG/L,778062
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,NITRATE_N,7/10/2015,7/8/2015,1520116,,,,,,0.157,MG N/L,793442
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,PH,7/8/2015,7/8/2015,1520116,,,,,,8.17,STD. UNITS,793440
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,CHLORIDE,7/10/2015,7/8/2015,1520116,,0.002,,,,18.405,MG/L,793442
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,COND,7/8/2015,7/8/2015,1520116,,,,,,278.4,US/CM AT 25 C,793440
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,NITRITE_N,7/10/2015,7/8/2015,1520116,,,,,,0.005,MG N/L,793442
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150713.1,CHLA,7/13/2015,7/8/2015,1520116,,0.09,,,,1.19,UG/L,793441
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,SULFATE,7/10/2015,7/8/2015,1520116,,0.003,,,,20.948,MG/L,793442
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,SRP,7/10/2015,7/8/2015,1520116,,0.0012,,,,0.003185,MG P/L,793442
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.2,AMMONIA_N,7/10/2015,7/8/2015,1520116,,0.003,,,,0.021,MG N/L,793442
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150715.1,PTL,7/15/2015,7/8/2015,1520116,,9.00E-04,,,,6.00E-03,MG/L,793440
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.183,MG/L,
4/29/2021,171220,GLNS15-2157,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150715.1,NTL,7/15/2015,7/8/2015,1520116,,0.002,,,,0.418,MG/L,793440
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150715.1,NTL,7/15/2015,7/8/2015,1520115,,0.002,,,,0.488,MG/L,777060
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150715.1,PTL,7/15/2015,7/8/2015,1520115,,9.00E-04,,,,5.40E-03,MG/L,777060
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150710.1,SRP,7/10/2015,7/8/2015,1520115,,0.0012,,,,0.004763,MG P/L,777062
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150710.1,NITRITE_N,7/10/2015,7/8/2015,1520115,,,,,,0.005,MG N/L,777062
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.258,MG/L,
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150710.1,SULFATE,7/10/2015,7/8/2015,1520115,,0.003,,,,20.572,MG/L,777062
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150713.1,CHLA,7/13/2015,7/8/2015,1520115,,0.09,,,,2.39,UG/L,777061
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150710.2,AMMONIA_N,7/10/2015,7/8/2015,1520115,,0.003,,ND,,,,777062
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150710.1,NITRATE_N,7/10/2015,7/8/2015,1520115,,,,,,0.251,MG N/L,777062
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150708.1,COND,7/8/2015,7/8/2015,1520115,,,,,,273.1,US/CM AT 25 C,777060
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150708.1,PH,7/8/2015,7/8/2015,1520115,,,,,,8.13,STD. UNITS,777060
4/29/2021,171222,GLNS15-2158,7-Jul-15,2015,1,NearShorePlusBays,PA,Y,Great Lakes,WRS,150710.1,CHLORIDE,7/10/2015,7/8/2015,1520115,,0.002,,,,18.675,MG/L,777062
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,NITRITE_N,7/10/2015,7/9/2015,1520117,,,,,,0.003,MG N/L,779982
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.2,AMMONIA_N,7/10/2015,7/9/2015,1520117,,0.003,,,,0.011,MG N/L,779982
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,SULFATE,7/10/2015,7/9/2015,1520117,,0.003,,,,3.392,MG/L,779982
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,NITRATE_N,7/10/2015,7/9/2015,1520117,,,,,,0.2,MG N/L,779982
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,SRP,7/10/2015,7/9/2015,1520117,,0.0012,,,,0.006965,MG P/L,779982
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150715.1,PTL,7/15/2015,7/9/2015,1520117,,9.00E-04,,,,2.60E-02,MG/L,779980
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150715.1,NTL,7/15/2015,7/9/2015,1520117,,0.002,,,,0.511,MG/L,779980
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150709.1,COND,7/9/2015,7/9/2015,1520117,,,,,,98.8,US/CM AT 25 C,779980
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150709.1,PH,7/9/2015,7/9/2015,1520117,,,,,,7.8,STD. UNITS,779980
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150713.1,CHLA,7/13/2015,7/9/2015,1520117,,0.09,,,,2.1,UG/L,779981
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,CHLORIDE,7/10/2015,7/9/2015,1520117,,0.002,,,,1.556,MG/L,779982
4/29/2021,171230,GLBA15-1021,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.214,MG/L,
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,SULFATE,7/10/2015,7/9/2015,1520118,,0.003,,,,3.411,MG/L,780062
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,NITRATE_N,7/10/2015,7/9/2015,1520118,,,,,,0.218,MG N/L,780062
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.2,AMMONIA_N,7/10/2015,7/9/2015,1520118,,0.003,,,,0.01,MG N/L,780062
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150715.1,NTL,7/15/2015,7/9/2015,1520118,,0.002,,,,0.388,MG/L,780060
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,SRP,7/10/2015,7/9/2015,1520118,,0.0012,,,,0.00697,MG P/L,780062
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,NITRITE_N,7/10/2015,7/9/2015,1520118,,,,,,0.003,MG N/L,780062
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150715.1,PTL,7/15/2015,7/9/2015,1520118,,9.00E-04,,,,9.30E-03,MG/L,780060
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.231,MG/L,
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150709.1,COND,7/9/2015,7/9/2015,1520118,,,,,,98.8,US/CM AT 25 C,780060
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150710.1,CHLORIDE,7/10/2015,7/9/2015,1520118,,0.002,,,,1.551,MG/L,780062
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150717.1,CHLA,7/17/2015,7/9/2015,1520118,,0.09,,,,1.64,UG/L,780061
4/29/2021,171231,GLBA15-3203,7-Jul-15,2015,1,NearShorePlusBays,MI,Y,Great Lakes,WRS,150709.1,PH,7/9/2015,7/9/2015,1520118,,,,,,7.86,STD. UNITS,780060
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150715.1,PTL,7/15/2015,7/8/2015,1520112,,9.00E-04,,,,0.0038,MG/L,780960
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,NITRITE_N,7/10/2015,7/8/2015,1520112,,,,,,0.003,MG N/L,780962
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150713.1,CHLA,7/13/2015,7/8/2015,1520112,,0.09,,,,0.36,UG/L,780961
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,SRP,7/10/2015,7/8/2015,1520112,,0.0012,,,,0.003886,MG P/L,780962
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,PH,7/8/2015,7/8/2015,1520112,,,,,,8.14,STD. UNITS,780960
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150715.1,NTL,7/15/2015,7/8/2015,1520112,,0.002,,,,0.519,MG/L,780960
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,CHLORIDE,7/10/2015,7/8/2015,1520112,,0.002,,,,23.611,MG/L,780962
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,COND,7/8/2015,7/8/2015,1520112,,,,,,304.6,US/CM AT 25 C,780960
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.293,MG/L,
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.2,AMMONIA_N,7/10/2015,7/8/2015,1520112,,0.003,,ND,,,,780962
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,NITRATE_N,7/10/2015,7/8/2015,1520112,,,,,,0.288,MG N/L,780962
4/29/2021,171232,GLNS15-2186,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,SULFATE,7/10/2015,7/8/2015,1520112,,0.003,,,,24.169,MG/L,780962
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,SULFATE,7/10/2015,7/8/2015,1520113,,0.003,,,,24.219,MG/L,780942
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150713.1,CHLA,7/13/2015,7/8/2015,1520113,,0.09,,,,1.06,UG/L,780941
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,SRP,7/10/2015,7/8/2015,1520113,,0.0012,,,,0.003319,MG P/L,780942
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,CHLORIDE,7/10/2015,7/8/2015,1520113,,0.002,,,,23.525,MG/L,780942
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150715.1,NTL,7/15/2015,7/8/2015,1520113,,0.002,,,,0.508,MG/L,780940
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,COND,7/8/2015,7/8/2015,1520113,,,,,,307.7,US/CM AT 25 C,780940
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,NITRATE_N,7/10/2015,7/8/2015,1520113,,,,,,0.263,MG N/L,780942
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150708.1,PH,7/8/2015,7/8/2015,1520113,,,,,,8.22,STD. UNITS,780940
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,CALCULATED,CALCULATED,DIN,,,,,,,,,0.27,MG/L,
4/29/2021,171233,GLNS15-2190,7-Jul-15,2015,1,NearShorePlusBays,NY,Y,Great Lakes,WRS,150710.1,NITRITE_N,7/10/2015,7/8/2015,1520113,,,,,,0.004,MG N/L,780942
